2.055654434353194546e-03,3.856879894673206910e-02,4.134430670555897663e-02,8.724911019314864902e-01,2.925556070591430434e-03,3.774750502636915750e-02,1.490867586614181379e-03,3.376209298294421089e-03
4.886305820360281084e-03,5.820852834475615184e-05,8.189181838120195012e-04,1.911417134674288593e-04,9.384603194806859922e-03,1.369730337665787468e-03,9.831187985111139449e-01,1.722937104289169871e-04
4.051688147117973957e-04,3.012617356924203693e-05,5.828352676085177828e-04,5.199447640526977865e-04,5.170120282035575721e-02,4.853743805468493759e-03,9.418778763435728951e-01,2.910201066065362432e-05
9.832389765888020078e-04,2.309813572063663251e-02,6.540531000015312006e-03,4.593922239615233320e-03,8.799589196821154813e-01,3.002099673447149435e-03,1.112194702255462318e-02,7.070120568502680225e-02
1.264342223070877638e-03,9.867214054421870675e-03,9.171614337920627053e-03,3.836402013304697229e-03,1.453210569319982326e-01,7.392291799727992441e-01,1.424176116269046388e-02,7.706842930379392831e-02
5.554382716953674970e-02,3.876771891440976368e-03,3.286151335071933050e-03,6.710897007797895775e-01,1.398515176973603438e-03,2.495908098156065791e-01,1.435540054283630101e-02,8.588232887441769924e-04
4.566441100598477108e-04,3.330147896247484529e-02,6.672945458318080975e-03,8.488327929962631579e-03,7.918474770758556769e-01,4.916830488580111770e-03,8.739606036761039115e-03,1.455766899379878354e-01
7.168774884864822193e-03,1.626270379382701876e-03,3.873002870122407783e-04,7.284674339728328119e-02,2.735880193398305960e-02,8.885750359018146360e-01,1.541045132895682308e-03,4.960280827636945810e-04
1.199149394154786635e-02,3.895961934110366617e-03,2.663986089116703870e-01,3.012116050140372647e-01,3.137139059917499750e-01,3.050643958506736239e-02,5.139936345620448738e-02,2.088262116561218767e-02
3.320547589363860748e-03,3.991487708591450107e-04,2.481807781426290938e-01,7.375811756653326556e-01,1.331708917754047153e-04,9.441641289585304270e-03,6.933230734094643008e-04,2.502145770450387731e-04
1.529011021648461494e-03,7.085448094766194941e-04,3.012932986181069382e-03,1.357655265648296909e-03,9.247055997982934761e-01,8.819755764494819099e-04,5.334437263765983914e-03,6.246984327853657981e-02
3.792191317207732073e-05,9.528490742326453100e-01,4.793590097671423926e-04,3.077671017895542219e-02,3.924098252116554192e-03,2.238750348747213688e-03,2.859787081258942311e-04,9.408107356470248039e-03
1.565234183165632731e-02,4.162266398782155270e-04,4.295821566656514261e-03,1.097307715358765284e-01,1.685928059886091044e-03,8.596831278042195157e-01,8.363372223647243947e-03,1.724103381795193113e-04
9.983392927589064270e-01,5.052034229367918340e-07,3.006026644187809589e-05,3.593644691778904781e-05,4.824058434300299329e-05,1.208054896949593881e-03,3.375524718051486840e-04,3.573712132373780547e-07
1.760658946399192362e-02,1.151759467571256400e-04,9.695152290447802161e-04,6.189525350709208090e-02,5.394988704793239479e-04,9.170977284781909322e-01,1.726381589303116644e-03,4.985691514068349352e-05
7.320085030210233016e-04,6.220668846632604679e-03,5.520360329174369383e-03,2.395643365274906060e-03,1.546061096747407271e-01,1.504678465323825223e-03,1.586257233877646621e-03,8.274342735819548711e-01
1.063319024105656749e-04,1.456942062909271458e-03,2.561785220368682520e-03,1.094259743177736222e-02,9.261832386156476637e-01,3.539307996909114070e-03,4.076589227715597718e-04,5.480213784720571607e-02
1.118012201631642455e-05,9.800320070549326523e-01,2.407937503699853713e-03,1.475112908362470306e-03,8.914804315708669841e-04,1.274022927719691955e-03,2.301451488747905793e-03,1.160680756295020925e-02
8.751298870217025794e-01,1.133025040654299723e-02,3.101087569546662204e-03,3.507038982821536043e-03,3.655094819644594609e-03,6.998893306320948596e-03,9.095372523631049810e-02,5.324022657110244992e-03
4.873767812632943258e-02,7.024242286846166597e-03,1.173741905393481388e-02,7.209859342002722382e-01,2.493186310177980189e-03,1.727657374411848412e-01,3.406491609638545581e-02,2.190886484868953543e-03
9.295832187753813036e-01,2.845043151435220491e-04,1.661972115779249528e-03,2.108740722031704398e-03,7.206597751631529936e-03,3.331859371752687871e-02,2.525278928446252069e-02,5.835833180430121054e-04
